result,name,class,ref_rg,sim_rg_mean,sim_rg_std,n_residues
MOFF2,AF-P47972-F1-model_v4,mdp_test,3.4985195170525696,3.667777765770867,0.3673859860453048,431
MOFF2,AF-Q9UNE2-F1-model_v4,mdp_test,3.604506051856216,4.426480232469322,0.09667630786272197,315
MOFF2,AF-Q12988-F1-model_v4,mdp_test,2.028000925429341,1.8034117614079606,0.005660598643475456,150
MOFF2,AF-Q9BPW8-F1-model_v4,mdp_test,2.6460041148995788,2.377777982445271,0.0006525291814585277,284
MOFF2,AF-V9GZ13-F1-model_v4,mdp_test,2.1711865082541713,1.8046482870505294,0.002024633864708303,50
MOFF2,AF-Q9Y5X2-F1-model_v4,mdp_test,3.285392177244926,3.4054957942462627,0.05532244934756925,465
MOFF2,AF-P0DP73-F1-model_v4,mdp_test,2.233726596015961,1.444550052457814,0.008926600793493278,79
MOFF2,AF-Q13505-F1-model_v4,mdp_test,3.668903601441786,3.8459408923115674,0.23457121363797628,466
MOFF2,AF-P48539-F1-model_v4,mdp_test,1.9632791491266937,2.086219312741202,0.008646405956012737,62
MOFF2,AF-Q14106-F1-model_v4,mdp_test,4.250464508273779,3.8746492915946185,0.163661211747838,344
MOFF2,AF-A6NKQ9-F1-model_v4,mdp_test,3.234360716312556,2.3347042460709075,0.03333167376996493,187
MOFF2,AF-Q15750-F1-model_v4,mdp_test,3.132965366419581,3.8584203683282174,0.14440493211861472,504
MOFF2,AF-A0A6I8PS25-F1-model_v4,mdp_test,1.7785188991915306,1.3792816991594705,0.0002851712124191108,40
MOFF2,AF-Q96FZ7-F1-model_v4,mdp_test,4.466624371740332,3.1413109322652066,0.07976629838116289,201
MOFF2,AF-Q9H4G8-F1-model_v4,mdp_test,1.2725026852938168,1.5770131278682626,0.0002904108867048949,78
MOFF2,AF-Q5JRS4-F1-model_v4,mdp_test,2.4273689715123004,2.1107430911866887,0.00931224266467745,329
MOFF2,AF-Q13166-F1-model_v4,mdp_test,2.8481346880479625,2.064406070150417,0.036922551952135896,79
MOFF2,AF-A0A096LP55-F1-model_v4,mdp_test,2.3181470892811222,2.239262987650101,0.020800927428954896,91
MOFF2,AF-P0DML3-F1-model_v4,mdp_test,2.3816115172843864,1.9508998098212382,0.0016528287083913407,217
MOFF2,AF-Q9BTV6-F1-model_v4,mdp_test,2.3458186896483424,2.4914949710257415,0.0009282771388685607,452
MOFF2,AF-Q9NRI6-F1-model_v4,mdp_test,1.5624498289896622,1.2217705246995874,0.008311123555145072,33
MOFF2,AF-Q9P0W0-F1-model_v4,mdp_test,2.2222424365776474,1.8956182038623486,0.0035410015818799767,207
MOFF2,AF-Q06055-F1-model_v4,mdp_test,3.201770966271316,1.9032155217467404,0.024210944735859607,141
MOFF2,AF-P0DP57-F1-model_v4,mdp_test,1.910556712651697,1.527613592365749,0.002977562816883994,97
MOFF2,AF-P17931-F1-model_v4,mdp_test,3.01314489080324,3.2168773301972338,0.11127122841922388,250
MOFF2,AF-A0A669KAW2-F1-model_v4,mdp_test,1.8095065514366633,1.310290917362385,0.006849574129171643,42
MOFF2,AF-Q8TAA5-F1-model_v4,mdp_test,3.8813135825788394,2.6449907762806566,0.2043120074915321,225
MOFF2,AF-Q5BLP8-F1-model_v4,mdp_test,2.579387818878531,1.8515950228886988,0.0643608934913984,95
MOFF2,AF-Q5STR5-F1-model_v4,mdp_test,3.142187800668311,1.3810579877971687,0.0048128979504444835,79
MOFF2,AF-Q96HE7-F1-model_v4,mdp_test,2.8255981668274397,2.693932880731131,0.0205215255927933,468
MOFF2,AF-O14757-F1-model_v4,mdp_test,2.533084430800366,2.8232323489528133,0.019694942750768663,476
MOFF2,AF-O14904-F1-model_v4,mdp_test,2.597499085425154,2.4554639569708616,0.014003852711766296,365
MOFF2,AF-P40259-F1-model_v4,mdp_test,4.595458083021553,2.0760101548162933,0.008436475595471116,229
MOFF2,AF-P53803-F1-model_v4,mdp_test,1.7586520035570874,1.5587518213159013,0.0015547986431145855,58
